GeneralAdvice+运动++,GeneralAdvice+治疗++	GeneralExplanation+问题++,GeneralExplanation+问题++
I+Explanation+问题+疾病	O	
I+Explanation+问题+疾病	O	
O	O	
O	O	
O	O	
O	O	
O	O	
O	O	
O	O	
O	O	
O	O	
O	O	
O	B+Advice+行为+行为名	
O	I+Advice+行为+行为名	
I+Advice+行为+行为名	I+Advice+行为+行为名	
I+Advice+行为+行为名	I+Advice+行为+行为名	
O	I+Advice+行为+行为名	
O	I+Advice+行为+行为名	
O	I+Advice+行为+行为名	
I+Advice+行为+行为名	I+Advice+行为+行为名	
O	I+Advice+行为+行为名	


none	none
I+Inform+问题+时间	B+Inform+运动+时间	
I+Inform+运动+时间	I+Inform+运动+时间	
I+Inform+问题+时间	I+Inform+运动+时间	
I+Inform+运动+时间	I+Inform+运动+时间	
I+Inform+运动+时间	I+Inform+运动+时间	
I+Inform+运动+时间	I+Inform+运动+时间	
I+Inform+运动+时间	I+Inform+运动+时间	
B+Inform+运动+运动名	O	
I+Inform+运动+时间	O	
O	O	
B+Inform+运动+时间	O	
I+Inform+运动+时间	O	
I+Inform+运动+时间	O	
I+Inform+运动+时间	O	
I+Inform+运动+时间	O	
O	O	
B+Inform+运动+持续时长	B+Inform+运动+持续时长	
I+Inform+运动+持续时长	I+Inform+运动+持续时长	
I+Inform+运动+持续时长	I+Inform+运动+持续时长	
O	O	
O	B+Inform+基本信息+性别	
O	O	
B+Inform+运动+持续时长	B+Inform+基本信息+年龄	
I+Inform+运动+持续时长	I+Inform+基本信息+年龄	


none	none
B+Explanation+治疗+时间	B+Advice+治疗+时间	
I+Explanation+治疗+时间	I+Advice+治疗+时间	
O	O	
B+Explanation+治疗+时间	B+Advice+行为+行为名	
I+Explanation+治疗+时间	I+Advice+行为+行为名	
O	O	
O	O	
O	O	
B+Explanation+治疗+药品	B+AdviceNot+治疗+药品	
O	I+AdviceNot+治疗+药品	
O	I+AdviceNot+治疗+药品	
O	O	
O	O	
O	O	
O	B+Advice+行为+行为名	
O	I+Advice+行为+行为名	
O	I+Advice+行为+行为名	
O	I+Advice+行为+行为名	
O	I+Advice+行为+行为名	
O	O	
O	B+Advice+行为+行为名	
O	I+Advice+行为+行为名	
O	I+Advice+行为+行为名	


none	none
O	O	
O	O	
O	O	
O	O	
O	O	
B+Advice+饮食+饮食名	B+Advice+饮食+饮食名	
I+Advice+饮食+饮食名	I+Advice+饮食+饮食名	
O	O	
B+Advice+饮食+饮食名	B+Advice+饮食+饮食名	
I+Advice+饮食+饮食名	O	
B+Advice+饮食+饮食名	B+Advice+饮食+饮食名	
I+Advice+饮食+饮食名	I+Advice+饮食+饮食名	
O	O	
B+Advice+饮食+饮食名	B+Advice+饮食+效果	
I+Advice+饮食+饮食名	I+Advice+饮食+效果	
B+Advice+饮食+饮食名	I+Advice+饮食+效果	
I+Advice+饮食+饮食名	I+Advice+饮食+效果	
O	I+Advice+饮食+效果	
O	I+Advice+饮食+效果	
I+Advice+饮食+饮食名	I+Advice+饮食+效果	
I+Advice+饮食+成分	I+Advice+饮食+效果	
I+Advice+饮食+成分	I+Advice+饮食+效果	


none	none
O	B+Inform+治疗+时间	
O	I+Inform+治疗+时间	
O	O	
O	B+Inform+治疗+用药量	
O	I+Inform+治疗+用药量	
B+Inform+治疗+药品	B+Inform+治疗+药品	
I+Inform+治疗+药品	I+Inform+治疗+药品	
I+Inform+治疗+药品	I+Inform+治疗+药品	
O	O	
O	B+Inform+治疗+时间	
O	I+Inform+治疗+时间	
O	O	
O	O	
O	O	
B+AskForSure+治疗+时间	O	
I+AskForSure+治疗+时间	O	
O	O	
O	O	
O	B+Inform+治疗+检查项	
O	I+Inform+治疗+检查项	


none	none
B+Advice+行为+时间	B+Inform+运动+时间	
I+Advice+治疗+时间	I+Inform+运动+时间	
I+Advice+行为+时间	I+Inform+运动+时间	
I+Advice+行为+时间	I+Inform+运动+时间	
I+Advice+行为+时间	I+Inform+运动+时间	
O	O	
B+Advice+行为+时间	B+Inform+运动+强度	
I+Advice+行为+时间	I+Inform+运动+强度	
I+Advice+行为+时间	I+Inform+运动+强度	
B+Advice+运动+运动名	I+Inform+运动+强度	
I+Advice+运动+运动名	I+Inform+运动+强度	
I+Advice+运动+运动名	I+Inform+运动+强度	
O	O	
O	O	
I+Advice+行为+时间	O	
O	O	
O	O	
O	O	
B+Advice+治疗+检查项	B+Inform+问题+疾病	
I+Advice+治疗+检查项	I+Inform+问题+疾病	


none	none
O	O	
B+Advice+运动+时间	B+Inform+运动+运动名	
I+Advice+运动+时间	I+Inform+运动+运动名	
I+Advice+运动+时间	I+Inform+运动+运动名	
I+Advice+运动+持续时长	I+Inform+运动+运动名	
I+Advice+运动+持续时长	I+Inform+运动+运动名	
I+Advice+运动+持续时长	I+Inform+运动+运动名	
I+Advice+运动+持续时长	I+Inform+运动+运动名	
I+Advice+运动+持续时长	I+Inform+运动+运动名	
I+Advice+运动+持续时长	I+Inform+运动+运动名	
B+Advice+运动+运动名	I+Inform+运动+运动名	
I+Advice+运动+持续时长	I+Inform+运动+运动名	
I+Advice+运动+持续时长	I+Inform+运动+运动名	
I+Advice+运动+持续时长	I+Inform+运动+运动名	
I+Advice+运动+持续时长	B+Inform+运动+持续时长	
I+Advice+运动+持续时长	I+Inform+运动+持续时长	
I+Advice+运动+持续时长	I+Inform+运动+持续时长	
I+Advice+运动+持续时长	I+Inform+运动+持续时长	


Assure+++	Assure+++,Chitchat+++
O	O	
O	O	
O	O	
O	O	
O	O	
O	O	
O	O	
O	O	
O	O	
O	O	
O	O	
O	O	
O	O	
O	O	


none	none
O	B+Advice+行为+行为名	
B+Advice+治疗+检查项	I+Advice+行为+行为名	
I+Advice+治疗+检查项	I+Advice+行为+行为名	
O	I+Advice+行为+行为名	
B+Advice+行为+行为名	B+Advice+行为+行为名	
I+Advice+行为+行为名	I+Advice+行为+行为名	
I+Advice+行为+行为名	I+Advice+行为+行为名	
I+Advice+行为+行为名	I+Advice+行为+行为名	
O	O	
B+Advice+行为+行为名	B+Advice+饮食+饮食名	
I+Advice+行为+行为名	I+Advice+饮食+饮食名	
I+Advice+行为+行为名	I+Advice+饮食+饮食名	


none	none
O	O	
O	O	
O	O	
O	O	
B+Inform+问题+时间	O	
I+Inform+问题+时间	O	
I+Inform+问题+时间	O	
O	O	
O	O	
O	O	
B+Inform+问题+症状	B+Inform+问题+症状	
I+Inform+问题+症状	I+Inform+问题+症状	


none	Chitchat+++
O	O	
I+Inform+治疗+时间	O	
B+Inform+问题+时间	O	
I+Inform+问题+持续时长	O	
I+Inform+问题+持续时长	O	
O	O	
O	O	
B+Inform+问题+症状	O	
I+Inform+问题+症状	O	
O	O	


none	none
O	O	
O	O	
O	O	
O	O	
O	B+AskForSure+运动+频率	
O	I+AskForSure+运动+频率	
I+AskForSure+治疗+效果	I+AskForSure+运动+频率	
O	O	


Chitchat+++	Chitchat+++
O	O	
O	O	
O	O	
O	O	


none	Deny+++
O	O	
O	O	
O	O	


none	Assure+++
B+Advice+治疗+检查项	O	
I+Advice+治疗+检查项	O	
I+Advice+治疗+检查项	O	
O	O	
O	O	
O	O	
O	O	
B+Advice+治疗+检查项	O	
I+Advice+治疗+检查项	O	
I+Advice+治疗+检查项	O	
O	O	
O	O	
O	O	
O	O	
O	O	
O	O	
B+Explanation+治疗+检查值	O	
I+Explanation+治疗+检查值	O	
O	O	
O	O	
O	O	
O	O	
O	O	
O	O	
O	O	
O	O	
O	O	
O	O	
O	O	
O	O	
O	O	
O	O	
O	O	
O	O	
O	O	
O	O	
O	O	
O	O	
O	O	
O	O	
O	O	
O	O	
O	O	
O	O	
O	O	
O	O	
O	O	


Chitchat+++	Chitchat+++
O	O	
O	O	
O	O	
O	O	
O	O	
O	O	
O	O	
O	O	
O	O	
O	O	
O	O	
O	O	
O	O	
O	O	
O	O	
O	O	
O	O	
O	O	
O	O	
O	O	
O	O	
O	O	
O	O	
O	O	
O	O	
O	O	
O	O	
O	O	
O	O	
O	O	
O	O	
O	O	
O	O	
O	O	
O	O	
O	O	
O	O	
O	O	
O	O	
O	O	
O	O	
O	O	
O	O	


none	GeneralExplanation+问题++
O	O	
O	O	
O	O	
O	O	
O	O	
O	O	
O	O	
O	O	
O	O	
O	O	
O	O	
O	O	
O	O	
O	O	
O	O	
O	O	
O	O	
O	O	
O	O	
O	O	
O	O	
O	O	
O	O	
O	O	
O	O	
O	O	
O	O	
O	O	
B+Explanation+问题+疾病	O	
I+Explanation+问题+疾病	O	
I+Explanation+问题+疾病	O	
O	O	
O	O	
O	O	
O	O	
O	O	
O	O	
B+Explanation+问题+疾病	B+Advice+治疗+检查项	
I+Explanation+问题+疾病	I+Advice+治疗+检查项	
I+Explanation+问题+疾病	I+Advice+治疗+检查项	
I+Explanation+问题+疾病	I+Advice+治疗+检查项	
I+Explanation+问题+疾病	I+Advice+治疗+检查项	


none	none
O	O	
B+Inform+问题+症状	B+Inform+问题+症状	
I+Inform+问题+症状	I+Inform+问题+症状	
I+Inform+问题+症状	I+Inform+问题+症状	
I+Inform+问题+症状	I+Inform+问题+症状	
I+Inform+问题+症状	I+Inform+问题+症状	
O	O	
O	O	
O	O	
O	O	
O	O	
O	O	
O	O	
O	O	
O	O	
O	O	
O	O	
O	O	
O	O	
O	O	
O	O	
O	O	
O	O	
O	O	
O	O	
O	O	
O	O	
O	O	
B+AskForSure+治疗+检查项	B+AskForSure+治疗+检查项	
I+AskForSure+治疗+检查项	I+AskForSure+治疗+检查项	
O	I+AskForSure+治疗+检查项	
B+AskForSure+治疗+检查项	I+AskForSure+治疗+检查项	
I+AskForSure+治疗+检查项	I+AskForSure+治疗+检查项	
I+AskForSure+治疗+检查项	I+AskForSure+治疗+检查项	
O	O	
O	O	
O	O	


AskFor+治疗+检查项+?	none
B+AskFor+治疗+部位	O	
I+AskFor+治疗+部位	O	
I+AskFor+治疗+部位	O	
O	O	
O	O	
O	O	
O	O	
O	O	
O	O	
O	O	
O	O	
O	O	
B+AskForSure+治疗+时间	B+AskForSure+问题+时间	
I+AskForSure+治疗+时间	I+AskForSure+问题+时间	
O	O	
B+AskForSure+治疗+检查项	O	
I+AskForSure+治疗+检查项	O	
I+AskForSure+治疗+检查项	O	
O	O	
O	O	
O	O	
O	O	
O	O	
O	O	
O	O	
O	O	
I+AskForSure+饮食+饮食量	O	
O	O	
O	O	
O	O	
O	O	
O	O	
O	O	
O	O	


none	Chitchat+++
O	O	
O	O	
O	O	
O	O	
I+Advice+治疗+时间	O	
O	O	
O	O	
B+Advice+治疗+检查项	O	
I+Advice+治疗+检查项	O	
B+Advice+治疗+检查项	O	
I+Advice+治疗+检查项	O	
O	O	
O	O	
O	O	
O	O	
O	O	
O	O	
O	O	
O	O	
O	O	
O	O	
O	O	
O	O	
O	O	
O	O	
O	O	
O	O	
O	O	
O	O	
O	O	
O	O	
O	O	
O	O	


none	none
O	O	
O	O	
O	O	
O	O	
O	O	
O	O	
O	O	
B+AskForSure+治疗+检查项	B+AskForSure+治疗+检查项	
I+AskForSure+治疗+检查项	I+AskForSure+治疗+检查项	
I+AskForSure+治疗+检查项	O	
I+AskForSure+治疗+检查项	B+AskForSure+治疗+检查项	
I+AskForSure+治疗+检查项	I+AskForSure+治疗+检查项	
O	O	
O	O	
O	O	
O	O	
O	O	
O	O	
O	O	
O	B+Inform+问题+症状	
O	I+Inform+问题+症状	
O	O	
O	B+Inform+问题+症状	
O	I+Inform+问题+症状	
O	I+Inform+问题+症状	
O	O	


none	Deny+++
O	O	
O	O	
O	O	
O	O	
O	O	
O	O	
I+Explanation+饮食+时间	O	
O	O	
O	O	
I+Explanation+饮食+饮食名	O	
O	O	
B+Explanation+饮食+饮食名	O	
I+Explanation+饮食+饮食名	O	
O	O	
B+Explanation+问题+症状	O	
I+Explanation+问题+症状	O	
I+Explanation+问题+症状	O	
I+Explanation+问题+症状	O	
I+Explanation+问题+症状	O	


none	GeneralExplanation+治疗++
O	O	
O	O	
O	O	
B+Explanation+治疗+药品	B+Explanation+治疗+药品	
I+Explanation+治疗+药品	I+Explanation+治疗+药品	
I+Explanation+治疗+药品	I+Explanation+治疗+药品	
O	B+Explanation+治疗+用药量	
I+Explanation+治疗+用药（治疗）频率	I+Explanation+治疗+用药量	
O	O	
B+Explanation+治疗+用药（治疗）频率	O	
I+Explanation+治疗+用药（治疗）频率	O	
B+Explanation+治疗+用药（治疗）频率	O	
I+Explanation+治疗+用药（治疗）频率	O	
I+Explanation+治疗+用药（治疗）频率	O	
I+Explanation+治疗+药品	O	
I+Advice+治疗+用药量	O	
I+Advice+治疗+用药量	O	
I+Explanation+治疗+用药（治疗）频率	O	
I+Explanation+治疗+用药（治疗）频率	O	


none	Deny+++
O	O	
O	O	
O	O	
O	O	
O	O	
O	O	
O	O	
O	O	
O	O	
B+Inform+问题+症状	O	
O	O	
B+Inform+问题+症状	O	
I+Inform+问题+症状	O	
I+Inform+问题+症状	O	
I+Inform+问题+症状	O	
I+Inform+问题+症状	O	


none	none
O	O	
O	O	
O	O	
B+AskForSure+治疗+检查项	O	
I+AskForSure+治疗+检查项	O	
O	O	
O	O	
O	O	
B+AskForSure+治疗+用药量	B+AskForSure+治疗+用药量	
I+AskForSure+治疗+用药量	O	
I+AskForSure+治疗+用药量	O	
I+AskForSure+治疗+持续时长	O	
O	B+AskForSure+治疗+用药量	
B+AskForSure+治疗+用药（治疗）频率	O	
O	O	


none	none
O	O	
O	O	
B+Advice+治疗+时间	B+Advice+行为+频率	
I+Advice+治疗+时间	I+Advice+行为+频率	
I+Advice+治疗+时间	I+Advice+行为+频率	
I+Advice+治疗+时间	I+Advice+行为+频率	
B+Advice+治疗+用药量	B+Advice+行为+行为名	
O	I+Advice+行为+行为名	
O	I+Advice+行为+行为名	
B+Advice+治疗+药品	I+Advice+行为+行为名	
I+Advice+治疗+药品	I+Advice+行为+行为名	
I+Advice+治疗+药品	I+Advice+行为+行为名	


none	none
O	O	
O	O	
B+Explanation+问题+症状	B+Explanation+问题+症状	
I+Explanation+问题+症状	I+Explanation+问题+症状	
I+Explanation+问题+症状	I+Explanation+问题+症状	
O	O	
O	B+Explanation+问题+症状	
O	I+Explanation+问题+症状	
O	I+Explanation+问题+症状	
B+AskForSure+饮食+饮食名	I+Explanation+问题+症状	
I+Explanation+治疗+药品类型	I+Explanation+问题+症状	


none	none
O	O	
O	O	
O	O	
O	O	
O	O	
B+AskForSure+问题+症状	B+AskForSure+问题+症状	
O	O	
B+AskForSure+问题+症状	O	
I+AskForSure+问题+症状	B+AskForSure+问题+症状	
I+AskForSure+问题+症状	I+AskForSure+问题+症状	


none	none
O	O	
O	O	
O	O	
B+AdviceNot+行为+行为名	O	
I+AdviceNot+行为+行为名	B+AskForSure+饮食+饮食名	
I+AdviceNot+行为+行为名	I+AskForSure+饮食+饮食名	


Assure+++	Chitchat+++
O	O	
O	O	


GeneralExplanation+问题++	GeneralExplanation+问题++
O	O	
O	O	
O	O	
O	O	
O	O	
O	O	
O	O	
O	O	
O	O	
O	O	
O	O	
O	O	
O	O	
O	O	
O	O	
O	O	
O	O	
O	O	
O	O	
O	O	
O	O	
O	O	
O	O	
O	O	
O	O	
O	O	
O	O	
O	O	
O	O	
O	O	
O	O	
O	O	
O	O	
O	O	
O	O	
O	B+Advice+行为+行为名	
O	I+Advice+行为+行为名	
O	I+Advice+行为+行为名	
O	I+Advice+行为+行为名	
O	I+Advice+行为+行为名	
O	I+Advice+行为+行为名	
O	I+Advice+行为+行为名	
O	I+Advice+行为+行为名	
O	O	
O	B+Advice+饮食+成份量	
O	B+Advice+饮食+成分	
O	O	
O	O	
O	O	
O	O	
O	O	
O	B+AdviceNot+运动+强度	
O	I+AdviceNot+运动+强度	
O	B+AdviceNot+行为+行为名	
O	I+AdviceNot+行为+行为名	
O	O	
O	O	
O	O	


none	Assure+++,Chitchat+++
O	O	
O	O	
O	O	
O	O	
O	O	
O	O	
O	O	
O	O	
O	O	
O	O	
O	O	
O	O	
O	O	
O	O	
B+AskForSure+饮食+饮食名	O	
I+AskForSure+饮食+饮食名	O	
O	O	
O	O	
O	O	
O	O	
O	O	
O	O	
O	O	
O	O	
O	O	
O	O	
O	O	
O	O	
B+AskForSure+饮食+效果	O	
I+AskForSure+饮食+效果	O	
O	O	
O	O	
O	O	
O	O	
O	O	
O	O	


none	none
O	O	
O	O	
O	O	
O	O	
O	O	
O	O	
O	O	
B+Advice+治疗+药品类型	B+Inform+治疗+药品	
I+Advice+治疗+药品类型	I+Inform+治疗+药品	
I+Advice+治疗+药品类型	I+Inform+治疗+药品	
O	O	
B+Advice+治疗+药品类型	B+Inform+治疗+药品	
I+Advice+治疗+药品类型	I+Inform+治疗+药品	
I+Advice+治疗+药品类型	I+Inform+治疗+药品	
O	O	
O	O	
O	O	
O	O	
O	O	
O	O	
O	O	
B+Advice+饮食+饮食名	B+AskForSure+治疗+药品	
I+Advice+饮食+饮食名	I+AskForSure+治疗+药品	
O	I+AskForSure+治疗+药品	
O	I+AskForSure+治疗+药品	
O	I+AskForSure+治疗+药品	
O	I+AskForSure+治疗+药品	
O	I+AskForSure+治疗+药品	
O	O	
O	O	
O	O	
O	B+AskForSure+治疗+药品	
O	I+AskForSure+治疗+药品	
O	I+AskForSure+治疗+药品	
O	I+AskForSure+治疗+药品	


none	AskFor+治疗+药品+?
O	O	
O	O	
O	O	
O	O	
O	O	
O	O	
O	O	
B+AskForSure+问题+疾病	B+Inform+问题+疾病	
I+AskHow+问题+疾病	I+Inform+问题+疾病	
I+AskHow+问题+疾病	I+Inform+问题+疾病	
O	O	
O	O	
B+Inform+问题+疾病	B+Inform+问题+疾病	
I+Inform+问题+疾病	I+Inform+问题+疾病	
B+AskHow+问题+症状	I+Inform+问题+疾病	
I+Inform+问题+疾病	I+Inform+问题+疾病	
I+Inform+问题+疾病	I+Inform+问题+疾病	
I+Inform+问题+疾病	I+Inform+问题+疾病	
I+Inform+问题+疾病	I+Inform+问题+疾病	
I+Inform+问题+疾病	I+Inform+问题+疾病	
I+Inform+问题+疾病	I+Inform+问题+疾病	
I+Inform+问题+疾病	I+Inform+问题+疾病	
I+Inform+问题+疾病	I+Inform+问题+疾病	
O	O	
O	O	
O	O	
O	O	
O	O	
O	O	
O	O	
O	O	
O	O	


none	none
B+Explanation+治疗+检查项	B+Explanation+治疗+检查项	
I+Explanation+治疗+检查项	I+Explanation+治疗+检查项	
I+Explanation+治疗+检查项	I+Explanation+治疗+检查项	
I+Explanation+治疗+检查项	I+Explanation+治疗+检查项	
O	O	
B+Explanation+治疗+检查项	B+Explanation+治疗+检查项	
I+Explanation+治疗+检查项	I+Explanation+治疗+检查项	
I+Explanation+治疗+检查项	I+Explanation+治疗+检查项	
I+Explanation+治疗+检查项	I+Explanation+治疗+检查项	
I+Explanation+治疗+检查项	I+Explanation+治疗+检查项	
B+Explanation+治疗+检查值	B+Explanation+治疗+检查值	
O	O	
O	O	
O	O	
O	O	
O	O	
O	O	
O	O	
O	O	
O	O	
O	O	
O	O	
O	O	
O	O	
O	B+Explanation+问题+疾病	
O	I+Explanation+问题+疾病	
O	I+Explanation+问题+疾病	
O	I+Explanation+问题+疾病	
O	I+Explanation+问题+疾病	


none	none
O	B+Explanation+治疗+检查值	
O	O	
O	O	
O	O	
O	O	
O	O	
O	O	
O	O	
O	O	
O	O	
O	B+Explanation+治疗+检查值	
O	I+Explanation+治疗+检查值	
O	I+Explanation+治疗+检查值	
O	O	
O	O	
O	O	
B+Explanation+问题+疾病	B+Explanation+问题+疾病	
I+Explanation+问题+疾病	I+Explanation+问题+疾病	
I+Explanation+问题+疾病	I+Explanation+问题+疾病	
I+Explanation+问题+疾病	I+Explanation+问题+疾病	
O	O	
O	O	
O	O	
O	O	
O	O	
O	O	
O	O	
O	O	


none	none
B+Explanation+饮食+饮食名	B+Explanation+治疗+药品	
I+Explanation+饮食+饮食名	I+Explanation+治疗+药品	
O	O	
O	O	
O	O	
O	O	
O	B+Explanation+治疗+效果	
O	I+Explanation+治疗+效果	
O	I+Explanation+治疗+效果	
O	O	
O	O	
O	O	
O	O	
O	O	
O	O	
O	O	
O	O	
O	O	
O	O	
O	O	
O	O	
O	O	
O	O	


none	none
O	O	
B+AskForSure+问题+疾病	O	
B+AskForSure+问题+疾病	B+AskForSure+问题+疾病	
I+AskForSure+问题+疾病	I+AskForSure+问题+疾病	
I+AskForSure+问题+疾病	I+AskForSure+问题+疾病	
O	I+AskForSure+问题+疾病	
B+Advice+问题+疾病	I+AskForSure+问题+疾病	
I+Advice+问题+疾病	I+AskForSure+问题+疾病	
I+Advice+问题+疾病	I+AskForSure+问题+疾病	
O	O	
O	O	
O	O	
O	O	
O	O	
O	O	
O	O	
O	O	
O	O	
O	O	


none	GeneralExplanation+问题++,GeneralExplanation+治疗++
I+Explanation+治疗+适应症	O	
I+Explanation+治疗+适应症	O	
I+Explanation+治疗+适应症	O	
I+Explanation+治疗+适应症	O	
I+Explanation+治疗+适应症	O	
B+Explanation+治疗+适应症	O	
I+Explanation+治疗+适应症	O	
I+Inform+治疗+适应症	O	
O	O	
O	O	
O	O	
O	O	
O	O	
O	O	
O	O	
O	O	
O	O	


Chitchat+++	none
O	O	
O	O	
O	B+Inform+治疗+检查值	
O	I+Inform+治疗+检查值	
O	O	
O	O	
O	O	
O	B+Inform+问题+疾病	
O	I+Inform+问题+疾病	
O	I+Inform+问题+疾病	
O	O	
O	O	
O	O	
O	O	
O	O	
O	O	
O	O	


Chitchat+++	none
O	O	
O	O	
O	O	
O	O	
O	O	
O	O	
O	O	
O	B+Inform+治疗+检查项	
O	I+Inform+治疗+检查项	
O	O	
O	O	
O	O	
O	O	
O	O	
O	O	


	Assure+++
O	O	
O	O	
O	O	
O	O	
O	O	
O	O	
O	O	
O	O	
O	O	
O	O	
O	O	


Chitchat+++	Chitchat+++
O	O	
O	O	
O	O	
O	O	
O	O	
O	O	


Chitchat+++	Chitchat+++
O	O	
O	O	
O	O	
O	O	
O	O	


Chitchat+++	Deny+++
O	O	
O	O	
O	O	


Accept+++	Chitchat+++
O	O	
O	O	


GeneralAdvice+饮食++,GeneralAdvice+运动++,GeneralAdvice+治疗++	none
O	O	
O	O	
O	O	
O	O	
O	B+Explanation+治疗+效果	
O	I+Explanation+治疗+效果	
O	I+Explanation+治疗+效果	
O	I+Explanation+治疗+效果	
O	I+Explanation+治疗+效果	
O	I+Explanation+治疗+效果	
O	I+Explanation+治疗+效果	
O	O	
O	O	
O	O	
O	O	
O	O	
O	O	
O	O	
O	O	
O	O	
O	O	
O	O	
O	O	
O	O	
O	O	
O	O	
O	O	
O	O	
O	O	
O	B+Explanation+问题+疾病	
O	I+Explanation+问题+疾病	
O	I+Explanation+问题+疾病	
O	I+Explanation+问题+疾病	
O	I+Explanation+问题+疾病	
O	I+Explanation+问题+疾病	
O	I+Explanation+问题+疾病	
O	O	
O	O	
O	O	
O	B+Explanation+问题+疾病	
O	I+Explanation+问题+疾病	
O	I+Explanation+问题+疾病	
O	I+Explanation+问题+疾病	
O	I+Explanation+问题+疾病	
O	O	
O	O	
O	O	
O	O	
O	O	
O	O	
O	O	
O	O	
O	O	
O	O	
O	O	
O	O	
O	O	
O	O	
O	O	
O	O	
O	O	


Assure+++	none
O	O	
O	O	
O	O	
O	O	
B+Explanation+问题+症状	B+Explanation+问题+症状	
I+Explanation+问题+症状	I+Explanation+问题+症状	
I+Explanation+问题+症状	I+Explanation+问题+症状	
I+Explanation+问题+症状	I+Explanation+问题+症状	
O	O	
B+Explanation+问题+疾病	O	
I+Explanation+问题+疾病	O	
O	O	
O	O	
O	O	
O	O	
O	O	
O	O	
O	O	
O	O	
O	O	
O	O	
O	O	
O	O	
O	O	
O	O	
O	O	
O	O	
O	O	
O	O	
I+Explanation+问题+症状	O	
I+Explanation+问题+症状	O	
I+Explanation+问题+症状	O	
O	O	
O	O	
O	O	
O	O	
O	O	
B+Advice+行为+行为名	B+Advice+行为+行为名	
I+Advice+行为+行为名	I+Advice+行为+行为名	
I+Advice+行为+行为名	I+Advice+行为+行为名	
I+Explanation+问题+症状	I+Advice+行为+行为名	
O	I+Advice+行为+行为名	
O	O	
O	O	
O	O	
O	O	
O	B+AdviceNot+行为+行为名	
O	I+AdviceNot+行为+行为名	
O	O	
O	O	
O	B+AdviceNot+行为+频率	
O	I+AdviceNot+行为+频率	
O	O	
O	O	
O	O	
O	O	
O	O	
O	O	
O	O	
O	O	
O	O	


none	none
O	O	
O	O	
O	O	
O	O	
O	O	
O	O	
O	O	
O	O	
B+Explanation+问题+时间	B+Explanation+问题+时间	
I+Explanation+问题+时间	I+Explanation+问题+时间	
I+Explanation+问题+时间	I+Explanation+问题+时间	
I+Explanation+问题+时间	I+Explanation+问题+时间	
I+Explanation+问题+时间	I+Explanation+问题+时间	
O	O	
O	O	
O	O	
O	O	
B+Explanation+问题+血糖值	B+Explanation+问题+血糖值	
O	I+Explanation+问题+血糖值	
O	O	
O	O	
O	O	
O	O	
O	O	
O	O	
O	O	
O	O	
O	O	
O	O	
O	B+Explanation+问题+血糖值	
O	O	
O	O	
O	O	
O	O	
O	O	
O	O	
O	O	
O	O	
O	O	
O	O	
O	O	
O	O	
O	O	
O	O	
O	O	
O	O	
O	O	
O	O	
O	O	
O	O	
O	O	
O	O	
O	O	
O	O	
B+Advice+治疗+药品类型	B+Explanation+治疗+药品	
I+Advice+治疗+药品类型	I+Explanation+治疗+药品	
I+Advice+治疗+药品类型	I+Explanation+治疗+药品	


	AskFor+治疗+治疗名+?
O	O	
O	O	
O	O	
O	O	
O	O	
O	O	
O	O	
O	O	
O	O	
O	O	
O	O	
O	O	
O	O	
I+Inform+问题+时间	O	
I+Inform+问题+时间	O	
I+Inform+问题+时间	O	
O	O	
O	O	
O	O	
B+Inform+问题+时间	B+Inform+问题+时间	
I+Inform+问题+时间	I+Inform+问题+时间	
B+Inform+问题+血糖值	B+Inform+问题+血糖值	
I+Inform+问题+血糖值	I+Inform+问题+血糖值	
I+Inform+问题+血糖值	I+Inform+问题+血糖值	
I+Inform+问题+血糖值	O	
O	O	
O	B+Inform+行为+行为名	
O	I+Inform+行为+行为名	
O	I+Inform+行为+行为名	
O	I+Inform+行为+行为名	
O	I+Inform+行为+行为名	
O	O	
O	O	
O	O	
O	O	
O	O	
O	O	
O	O	
O	O	
O	O	
O	O	
O	O	
O	O	
B+AskForSure+行为+行为名	O	
I+AskForSure+行为+行为名	O	
O	O	
O	O	
O	O	
O	O	
O	O	
O	O	


none	none
B+Explanation+治疗+时间	O	
I+Explanation+治疗+时间	O	
I+Explanation+治疗+时间	O	
O	O	
O	B+Advice+运动+持续时长	
O	I+Advice+运动+持续时长	
O	I+Advice+运动+持续时长	
O	O	
O	O	
O	O	
O	O	
I+Explanation+治疗+时间	O	
O	O	
O	O	
O	O	
O	O	
O	O	
O	O	
O	O	
O	O	
O	O	
O	O	
O	O	
O	O	
O	O	
O	O	
O	O	
O	O	
O	B+Advice+问题+症状	
O	I+Advice+问题+症状	
O	I+Advice+问题+症状	
I+AskForSure+问题+症状	I+Advice+问题+症状	
O	O	
O	O	
O	O	
O	B+Advice+治疗+药品类型	
I+AdviceNot+行为+行为名	I+Advice+治疗+药品类型	
I+AdviceNot+行为+行为名	I+Advice+治疗+药品类型	
I+AdviceNot+行为+行为名	I+Advice+治疗+药品类型	
I+AdviceNot+行为+行为名	I+Advice+治疗+药品类型	
I+AdviceNot+行为+行为名	I+Advice+治疗+药品类型	
O	I+Advice+治疗+药品类型	
O	I+Advice+治疗+药品类型	
O	O	
O	O	
